subject,targetphrase,initial_response,correct_words_initial,trial,target_number,rel_response,correct_words_rel,rep_acc,rep_acc_rel
LE29,sinking rather tundra,sinking rather tundra,3,71,3,sinking rather tundra,3,accurate,accurate
LE29,done with finest handle,done with finest handle,4,72,4,done with finest handle,4,accurate,accurate
LE29,her owners arm the phone,her owners arm the phone,5,73,5,her owners arm the phone,5,accurate,accurate
LE29,define respect instead,define respect instead,3,74,3,define respect instead,3,accurate,accurate
LE29,mode campaign for budget,mode campaign for budget,4,75,4,mode campaign for budget,4,accurate,accurate
LE29,increase a grade sedate,increase,1,76,4,increase,1,inaccurate,inaccurate
LE29,advance but sat appeal,advance but sat appeal,4,77,4,advance but sat appeal,4,accurate,accurate
LE29,darker painted baskets,darker painted baskets,3,78,3,darker painted baskets,3,accurate,accurate
LE29,vital seats with wonder,final seat with wonder,3,79,4,final seat with wonder,3,inaccurate,inaccurate
LE29,cool the jar in private,cool the jar and drive it,3,80,5,cool the jar and drive it,3,inaccurate,inaccurate
LE29,model sad and local,mile sad and local,3,81,4,miles sad and local,3,inaccurate,inaccurate
LE29,hold a page of fortune,hold a page of fortune,5,82,5,hold a page of fortune,5,accurate,accurate
LE29,afraid beneath demand,afraid beneath demand,3,83,3,afraid beneath demand,3,accurate,accurate
LE29,mate denotes a judgement,mate denotes a judement,3,84,4,mate denotes a judgement,4,inaccurate,accurate
LE29,measure fame with legal,measure fame with legal,4,85,4,measure fame with legal,4,accurate,accurate
LE30,attack became concerned,i then became concerned,2,6,3,,,inaccurate,
LE30,avoid or beat command,x,0,7,4,,,inaccurate,
LE30,pain can follow agents,pain can follow agents,4,8,4,,,accurate,
LE30,define respect instead,define respect instead,3,9,3,,,accurate,
LE30,for coke a great defeat,for co great defeat,3,10,5,,,inaccurate,
LE30,had eaten junk and train,had eaten junk and train,5,11,5,,,accurate,
LE30,support with dock and cheer,support with dock and cheer,5,12,5,,,accurate,
LE30,or spent sincere aside,core man sincere aside,2,13,4,,,inaccurate,
LE30,vital seats with wonder,final seats with wonder,3,14,4,,,inaccurate,
LE30,darker painted baskets,darker painted baskets,3,15,3,,,accurate,
LE30,appear to wait then turn,appear to wait and turn,4,16,5,,,inaccurate,
LE30,beside a sunken bat,inside a sunken bat,3,17,4,,,inaccurate,
LE30,forget the joke below,forget the joke below,4,18,4,,,accurate,
LE30,thinking for the hearing,thinking for the hearing,4,19,4,,,accurate,
LE30,rampant boasting captain,x,0,20,3,,,inaccurate,
LE30,pick a chain for action,pick a chain for action,5,21,5,,,accurate,
LE30,its harmful note abounds,its harmful note abounds,4,22,4,,,accurate,
LE30,model sad and local,model sad and local,4,23,4,,,accurate,
LE30,bolder ground from justice,bolder ground from justice,4,24,4,,,accurate,
LE30,seat for locking runners,seat for locking runners,4,25,4,,,accurate,
LE30,amend estate approach,amanda's day approach,1,26,3,,,inaccurate,
LE30,afraid beneath demand,afraid beneath demand,3,27,3,,,accurate,
LE30,balance clamp and bottle,balance clamp and bottle,4,28,4,,,accurate,
LE30,perceive sustained supplies,perceive sustain supplies,3,29,3,,,accurate,
LE30,unseen machines agree,unseen machines agree,3,30,3,,,accurate,
LE30,attend the trend success,pretend attend assess,1,31,4,,,inaccurate,
LE30,mark a single ladder,mark a single ladder,4,32,4,,,accurate,
LE30,transcend almost betrayed,transcend almost betrayed,3,33,3,,,accurate,
LE30,indeed a tax ascent,indeed a pass ascend,2,34,4,,,inaccurate,
LE30,career despite research,career despite research,3,35,3,,,accurate,
LE30,divide across retreat,divide across retreat,3,36,3,,,accurate,
LE30,resting older earring,resting older earring,3,37,3,,,accurate,
LE30,technique but sent result,technique with set result,2,38,4,,,inaccurate,
LE30,connect the beer device,connect the beer device,4,39,4,,,accurate,
LE30,hold a page of fortune,hold the page a fortune,4,40,5,,,inaccurate,
LE30,rowing farther matters,rowing farther matters,3,41,3,,,accurate,
LE30,narrow seated member,narrow seeing member,2,42,3,,,inaccurate,
LE30,unless escape can learn,unless escape and learn,3,43,4,,,inaccurate,
LE30,increase a grade sedate,and great sedate,1,44,4,,,inaccurate,
LE30,target keeping season,target keeping season,3,45,3,,,accurate,
LE30,address her meeting time,address her meeting time,4,46,4,,,accurate,
LE30,bush is chosen after,x,0,47,4,,,inaccurate,
LE30,distant leaking basement,distant leaking basement,3,48,3,,,accurate,
LE30,and spoke behind her sin,and spoke her sin,4,49,5,,,inaccurate,
LE30,submit his cash report,submit his cash report,4,50,4,,,accurate,
LE30,done with finest handle,done his finest handle,3,51,4,,,inaccurate,
LE30,frame her seed to answer,frame her seat to answer,4,52,5,,,inaccurate,
LE30,admit the gear beyond,admit the gear beyond,4,53,4,,,accurate,
LE30,constant willing walker,constant willing walker,3,54,3,,,accurate,
LE30,sparkle enter broken,sparkle enter broken,3,55,3,,,accurate,
LE30,cheap control in paper,cheap control and paper,3,56,4,,,inaccurate,
LE30,remove and name for stake,remove a name for snake,3,57,5,,,inaccurate,
LE30,functions aim his acid,functions aim his acid,4,58,4,,,accurate,
LE30,pooling pill or cattle,pulling pill or cattle,3,59,4,,,inaccurate,
LE30,signal breakfast pilot,single breakfast pilot,2,60,3,,,inaccurate,
LE30,kick a tad above them,kicked it above them,3,61,5,,,inaccurate,
LE30,rode the lamp for teasing,ride the lamp for teasing,4,62,5,,,inaccurate,
LE30,mode campaign for budget,med campaign for budget,3,63,4,,,inaccurate,
LE30,listen final station,listen final station,3,64,3,,,accurate,
LE30,rocking modern poster,rocking modern poster,3,65,3,,,accurate,
LE30,secure but lease apart,secure but lease apart,4,66,4,,,accurate,
LE30,round and bad for carpet,rounded bad for carpet,4,67,5,,,inaccurate,
LE30,her owners arm the phone,her owners arm the phone,5,68,5,,,accurate,
LE30,assume to catch control,assume to catch control,4,69,4,,,accurate,
LE30,mistake delight for heat,mistake delight for heat,4,70,4,,,accurate,
LE30,confused but roared again,confuse but warn again,3,71,4,,,inaccurate,
LE30,sinking rather tundra,sinking rather tundra,3,72,3,,,accurate,
LE30,mate denotes a judgement,may denotes a judgment,3,73,4,,,inaccurate,
LE30,award his drain away,x,0,74,4,,,inaccurate,
LE30,account for who could knock,and count for who could knock,4,75,5,,,inaccurate,
LE30,cool the jar in private,cool the jar in private,5,76,5,,,accurate,
LE30,may the same pursued it,may the same pursuited,3,77,5,,,inaccurate,
LE30,embark or take her sheet,embark or take her sheet,5,78,5,,,accurate,
LE30,stable wrist and load it,stable wrist and loaded,4,79,5,,,inaccurate,
LE30,measure fame with legal,measure fame with legal,4,80,4,,,accurate,
LE30,butcher in the middle,put her in the middle,3,81,4,,,inaccurate,
LE30,to sort but fear inside,to sort but feel inside,4,82,5,,,inaccurate,
LE30,push her equal culture,push her equal culture,4,83,4,,,accurate,
LE30,commit such used advice,commit such used advice,4,84,4,,,accurate,
LE30,advance but sat appeal,advance but sat appeal,4,85,4,,,accurate,
LE31,connect the beer device,connect them to your device,2,6,4,,,inaccurate,
LE31,award his drain away,award his drain away,4,7,4,,,accurate,
LE31,mistake delight for heat,mistake the light for heat,3,8,4,,,inaccurate,
LE31,rowing farther matters,rowing farther matters,3,9,3,,,accurate,
LE31,indeed a tax ascent,indeed a tax ascent,4,10,4,,,accurate,
LE31,or spent sincere aside,or spent sincere aside,4,11,4,,,accurate,
LE31,submit his cash report,submit his cash report,4,12,4,,,accurate,
LE31,assume to catch control,assumed cash control,2,13,4,,,inaccurate,
LE31,butcher in the middle,butcher in the middle,4,14,4,,,accurate,
LE31,avoid or beat command,avoid or beat command,4,15,4,,,accurate,
LE31,admit the gear beyond,admit the gear beyond,4,16,4,,,accurate,
LE31,may the same pursued it,may the same persuit,3,17,5,,,inaccurate,
LE31,rampant boasting captain,rampit boasting captain,2,18,3,,,inaccurate,
LE31,for coke a great defeat,for coke a great defeat,5,19,5,,,accurate,
LE31,technique but sent result,fifty percent result,1,20,4,,,inaccurate,
LE31,unseen machines agree,unseen machines agree,3,21,3,,,accurate,
LE31,career despite research,career despite research,3,22,3,,,accurate,
LE31,constant willing walker,constant willing walker,3,23,3,,,accurate,
LE31,push her equal culture,push her equal culture,4,24,4,,,accurate,
LE31,signal breakfast pilot,signal breakfast pilot,3,25,3,,,accurate,
LE31,confused but roared again,confused but roared again,4,26,4,,,accurate,
LE31,its harmful note abounds,its harmful note impounds,3,27,4,,,inaccurate,
LE31,remove and name for stake,remove a name for stake,4,28,5,,,inaccurate,
LE31,narrow seated member,narrow seated member,3,29,3,,,accurate,
LE31,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE31,bolder ground from justice,bolder grand from justice,3,31,4,,,inaccurate,
LE31,target keeping season,target keep season,2,32,3,,,inaccurate,
LE31,seat for locking runners,seat for locking resers,3,33,4,,,inaccurate,
LE31,functions aim his acid,functions aim in assins,2,34,4,,,inaccurate,
LE31,to sort but fear inside,to sort but fear inside,5,35,5,,,accurate,
LE31,rocking modern poster,rocking modern poster,3,36,3,,,accurate,
LE31,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE31,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE31,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE31,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE31,support with dock and cheer,support with dark and sheer,3,41,5,,,inaccurate,
LE31,amend estate approach,ament a state approach,1,42,3,,,inaccurate,
LE31,account for who could knock,account for who could knocked,5,43,5,,,accurate,
LE31,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE31,frame her seed to answer,frame her seated answer,3,45,5,,,inaccurate,
LE31,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE31,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE31,mark a single ladder,mark a single lander,3,48,4,,,inaccurate,
LE31,and spoke behind her sin,he spoke behind her sin,4,49,5,,,inaccurate,
LE31,spackle enter broken,spackle enter broken,3,50,3,,,accurate,
LE31,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE31,forget the joke below,forget it the joke below,4,52,4,,,accurate,
LE31,listen final station,listen final station,3,53,3,,,accurate,
LE31,stable wrist and load it,stable wrist and loan it,4,54,5,,,inaccurate,
LE31,had eaten junk and train,any junk and terrain,2,55,5,,,inaccurate,
LE31,attend the trend success,attend the trend of success,4,56,4,,,accurate,
LE31,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE31,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE31,secure but lease apart,secure the but lease apart,4,59,4,,,accurate,
LE31,pooling pill or cattle,pulling pill or cattle,3,60,4,,,inaccurate,
LE31,resting older earring,resting older earring,3,61,3,,,accurate,
LE31,divide across retreat,divide across retreat,3,62,3,,,accurate,
LE31,perceive sustained supplies,perceive sustain supplies,3,63,3,,,accurate,
LE31,pick a chain for action,pick a cahin for action,4,64,5,,,inaccurate,
LE31,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE31,balance clamp and bottle,balance clam and bottle,3,66,4,,,inaccurate,
LE31,rode the lamp for teasing,rode the lamp for teasing,5,67,5,,,accurate,
LE31,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE31,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE31,cheap control in paper,cheap in paper,3,70,4,,,inaccurate,
LE31,sinking rather tundra,sinking rather tender,2,71,3,,,inaccurate,
LE31,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE31,her owners arm the phone,her owners on the phone,4,73,5,,,inaccurate,
LE31,define respect instead,define respect instead,3,74,3,,,accurate,
LE31,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE31,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE31,advance but sat appeal,advance but sat appeal,4,77,4,,,accurate,
LE31,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE31,vital seats with wonder,final seats with wonder,3,79,4,,,inaccurate,
LE31,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE31,model sad and local,and local,2,81,4,,,inaccurate,
LE31,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE31,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE31,mate denotes a judgement,mate denotes a judgement,4,84,4,,,accurate,
LE31,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE32,connect the beer device,connect the beer device,4,6,4,,,accurate,
LE32,award his drain away,a wart his drain away,3,7,4,,,inaccurate,
LE32,mistake delight for heat,mistake the light for heat,3,8,4,,,inaccurate,
LE32,rowing farther matters,rowing farther matters,3,9,3,,,accurate,
LE32,indeed a tax ascent,indeed a tax ascent,4,10,4,,,accurate,
LE32,or spent sincere aside,or spent sincere aside,4,11,4,,,accurate,
LE32,submit his cash report,submit his cash report,4,12,4,,,accurate,
LE32,assume to catch control,assumed a cash control,2,13,4,,,inaccurate,
LE32,butcher in the middle,butcher in the middle,4,14,4,,,accurate,
LE32,avoid or beat command,avoid or beat command,4,15,4,,,accurate,
LE32,admit the gear beyond,admit the gear beyond,4,16,4,,,accurate,
LE32,may the same pursued it,may the same pursuit nip,3,17,5,,,inaccurate,
LE32,rampant boasting captain,rampant boasting captain,3,18,3,,,accurate,
LE32,for coke a great defeat,for coke a great defeat,5,19,5,,,accurate,
LE32,technique but sent result,pack need percent result,1,20,4,,,inaccurate,
LE32,unseen machines agree,unseen machines agree,3,21,3,,,accurate,
LE32,career despite research,career despite research,3,22,3,,,accurate,
LE32,constant willing walker,constant willing walker,3,23,3,,,accurate,
LE32,push her equal culture,push her equal culture,4,24,4,,,accurate,
LE32,signal breakfast pilot,signal breakfast pilot,3,25,3,,,accurate,
LE32,confused but roared again,confuse but roared again,4,26,4,,,accurate,
LE32,its harmful note abounds,its harmful note abounds,4,27,4,,,accurate,
LE32,remove and name for stake,remove a name for steak,4,28,5,,,inaccurate,
LE32,narrow seated member,nuero seated member,2,29,3,,,inaccurate,
LE32,appear to wait then turn,appear to wait then turn,5,30,5,,,accurate,
LE32,bolder ground from justice,bolder ground from justice,4,31,4,,,accurate,
LE32,target keeping season,target keep in season,2,32,3,,,inaccurate,
LE32,seat for locking runners,seat for locking runners,4,33,4,,,accurate,
LE32,functions aim his acid,functions aim his acid,4,34,4,,,accurate,
LE32,to sort but fear inside,too short but fear inside,4,35,5,,,inaccurate,
LE32,rocking modern poster,rocking modern poster,3,36,3,,,accurate,
LE32,distant leaking basement,distant leaking basement,3,37,3,,,accurate,
LE32,kick a tad above them,kick a tad above them,5,38,5,,,accurate,
LE32,embark or take her sheet,embark or take her sheet,5,39,5,,,accurate,
LE32,address her meeting time,address her meeting time,4,40,4,,,accurate,
LE32,support with dock and cheer,support with dock and cheer,5,41,5,,,accurate,
LE32,amend estate approach,a meant a state approach,1,42,3,,,inaccurate,
LE32,account for who could knock,account for who could knock,5,43,5,,,accurate,
LE32,pain can follow agents,pain can follow agents,4,44,4,,,accurate,
LE32,frame her seed to answer,frame her seed to answer,5,45,5,,,accurate,
LE32,round and bad for carpet,round and bad for carpet,5,46,5,,,accurate,
LE32,beside a sunken bat,beside a sunken bat,4,47,4,,,accurate,
LE32,mark a single ladder,mark a single ladder,4,48,4,,,accurate,
LE32,and spoke behind her sin,he spoke beside her sin,3,49,5,,,inaccurate,
LE32,spackle enter broken,spackle enter broken,3,50,3,,,accurate,
LE32,thinking for the hearing,thinking for the hearing,4,51,4,,,accurate,
LE32,forget the joke below,forget it the joke below,4,52,4,,,accurate,
LE32,listen final station,listen final station,3,53,3,,,accurate,
LE32,stable wrist and load it,stable wrist and load it,5,54,5,,,accurate,
LE32,had eaten junk and train,had eat junk and train,4,55,5,,,inaccurate,
LE32,attend the trend success,attend the trend of success,4,56,4,,,accurate,
LE32,attack became concerned,attack became concerned,3,57,3,,,accurate,
LE32,transcend almost betrayed,transcend almost betrayed,3,58,3,,,accurate,
LE32,secure but lease apart,secure but lease apart,4,59,4,,,accurate,
LE32,pooling pill or cattle,pooling pill or cattle,4,60,4,,,accurate,
LE32,resting older earring,resting older earring,3,61,3,,,accurate,
LE32,divide across retreat,decide across retreat,2,62,3,,,inaccurate,
LE32,perceive sustained supplies,percy sustained supplies,2,63,3,,,inaccurate,
LE32,pick a chain for action,pick a chain for action,5,64,5,,,accurate,
LE32,commit such used advice,commit such used advice,4,65,4,,,accurate,
LE32,balance clamp and bottle,balance clamp and bottle,4,66,4,,,accurate,
LE32,rode the lamp for teasing,road the lamp for teasing,4,67,5,,,inaccurate,
LE32,unless escape can learn,unless escape can learn,4,68,4,,,accurate,
LE32,bush is chosen after,bush is chosen after,4,69,4,,,accurate,
LE32,cheap control in paper,cheap control in paper,4,70,4,,,accurate,
LE32,sinking rather tundra,sinking rather tundra,3,71,3,,,accurate,
LE32,done with finest handle,done with finest handle,4,72,4,,,accurate,
LE32,her owners arm the phone,her owners arm the phone,5,73,5,,,accurate,
LE32,define respect instead,define respect instead,3,74,3,,,accurate,
LE32,mode campaign for budget,mode campaign for budget,4,75,4,,,accurate,
LE32,increase a grade sedate,increase a grade sedate,4,76,4,,,accurate,
LE32,advance but sat appeal,advance but sat appeal,4,77,4,,,accurate,
LE32,darker painted baskets,darker painted baskets,3,78,3,,,accurate,
LE32,vital seats with wonder,vital seats with wonder,4,79,4,,,accurate,
LE32,cool the jar in private,cool the jar in private,5,80,5,,,accurate,
LE32,model sad and local,miles sad and local,3,81,4,,,inaccurate,
LE32,hold a page of fortune,hold a page of fortune,5,82,5,,,accurate,
LE32,afraid beneath demand,afraid beneath demand,3,83,3,,,accurate,
LE32,mate denotes a judgement,mate denotes a judgement,4,84,4,,,accurate,
LE32,measure fame with legal,measure fame with legal,4,85,4,,,accurate,
LE33,attack became concerned,attack became concerned,3,6,3,attack became concerned,3,accurate,accurate
LE33,avoid or beat command,avoid or meet command,3,7,4,avoid or meet command,3,inaccurate,inaccurate
LE33,pain can follow agents,pain can follow ancients,3,8,4,pain can follow ancients,3,inaccurate,inaccurate
LE33,define respect instead,define respect instead,3,9,3,define respect instead,3,accurate,accurate
LE33,for coke a great defeat,for coke great defeat,4,10,5,for coke great defeat,4,inaccurate,inaccurate
LE33,had eaten junk and train,had eaten junk and train,5,11,5,had eaten junk and train,5,accurate,accurate
LE33,support with dock and cheer,support with dock and cheer,5,12,5,support with dock and cheer,5,accurate,accurate
LE33,or spent sincere aside,horse spent sincere and aside,3,13,4,horse spent sincere and aside,3,inaccurate,inaccurate
LE33,vital seats with wonder,vital seats with wonder,4,14,4,vital seats with wonder,4,accurate,accurate
LE33,darker painted baskets,darker painted baskets,3,15,3,darker painted baskets,3,accurate,accurate
LE33,appear to wait then turn,a parrot turned away and turned,1,16,5,a parrot turned away and turned,1,inaccurate,inaccurate
LE33,beside a sunken bat,beside a sunken bat,4,17,4,beside a sunken bat,4,accurate,accurate
LE33,forget the joke below,forget the joke below,4,18,4,forget the joke below,4,accurate,accurate
LE33,thinking for the hearing,thinking for the hearing,4,19,4,thinking for the hearing,4,accurate,accurate
LE33,rampant boasting captain,rampant menacing captain,2,20,3,rampit menacing captain,1,inaccurate,inaccurate
LE33,pick a chain for action,pick a chain for action,5,21,5,pick a chain for action,5,accurate,accurate
LE33,its harmful note abounds,a harmful note abounds,3,22,4,a harmful note abounds,3,inaccurate,inaccurate
LE33,model sad and local,mad sad and local,3,23,4,mad sad and local,3,inaccurate,inaccurate
LE33,bolder ground from justice,bolder ground from justice,4,24,4,bolder ground from justice,4,accurate,accurate
LE33,seat for locking runners,seat for lacking runners,3,25,4,seat for lacking runners,3,inaccurate,inaccurate
LE33,amend estate approach,amanda's state of approach,1,26,3,amanda's state of approach,1,inaccurate,inaccurate
LE33,afraid beneath demand,afraid beneath demand,3,27,3,afraid beneath demand,3,accurate,accurate
LE33,balance clamp and bottle,balance clamp and bottle,4,28,4,balance clamp and bottle,4,accurate,accurate
LE33,perceive sustained supplies,perceive sustained supplies,3,29,3,perceive sustain supplies,3,accurate,accurate
LE33,unseen machines agree,unseen machines agree,3,30,3,unseen machines agree,3,accurate,accurate
LE33,attend the trend success,attend the trend success,4,31,4,attend the trend success,4,accurate,accurate
LE33,mark a single ladder,mark his single ladder,3,32,4,mark a single ladder,4,inaccurate,accurate
LE33,transcend almost betrayed,transcend almost a train,2,33,3,transcent almost a train,1,inaccurate,inaccurate
LE33,indeed a tax ascent,indeed a packs a sid,2,34,4,indeed a packs asid,2,inaccurate,inaccurate
LE33,career despite research,career despite research,3,35,3,career despite research,3,accurate,accurate
LE33,divide across retreat,divide across retreat,3,36,3,divide across retreat,3,accurate,accurate
LE33,resting older earring,resting older earring,3,37,3,rusting older earring,2,accurate,inaccurate
LE33,technique but sent result,technique but sent result,4,38,4,technique but sent result,4,accurate,accurate
LE33,connect the beer device,connect the beer device,4,39,4,connect the beer device,4,accurate,accurate
LE33,hold a page of fortune,hold a page of fortune,5,40,5,hold a page of fortune,5,accurate,accurate
LE33,rowing farther matters,rowing farther matters,3,41,3,rowing farther matters,3,accurate,accurate
LE33,narrow seated member,narrow seeded member,2,42,3,narrow seated member,3,inaccurate,accurate
LE33,unless escape can learn,unless escape can learn,4,43,4,unless escape can learn,4,accurate,accurate
LE33,increase a grade sedate,increasing grades today,1,44,4,increasing grades today,1,inaccurate,inaccurate
LE33,target keeping season,target keeping season,3,45,3,target keeping season,3,accurate,accurate
LE33,address her meeting time,address her meeting time,4,46,4,address her meeting time,4,accurate,accurate
LE33,bush is chosen after,mister chosen after,2,47,4,mister chosen after,2,inaccurate,inaccurate
LE33,distant leaking basement,distant leaking basement,3,48,3,distant leaking basement,3,accurate,accurate
LE33,and spoke behind her sin,and spoke behind her sin,5,49,5,and spoke behind her sin,5,accurate,accurate
LE33,submit his cash report,submit his cash report,4,50,4,submit his cash report,4,accurate,accurate
LE33,done with finest handle,done with finest handle,4,51,4,done with finest handle,4,accurate,accurate
LE33,frame her seed to answer,frame her seat to answer,4,52,5,frame her seat to answer,4,inaccurate,inaccurate
LE33,admit the gear beyond,admit the gear beyond,4,53,4,admit the gear beyond,4,accurate,accurate
LE33,constant willing walker,constant willing walker,3,54,3,constant willing walker,3,accurate,accurate
LE33,sparkle enter broken,sparkle enter broken,3,55,3,sparkle enter broken,3,accurate,accurate
LE33,cheap control in paper,sheep control in paper,3,56,4,cheap control and paper,3,inaccurate,inaccurate
LE33,remove and name for stake,refuse for names sake,2,57,5,refuse for name sake,2,inaccurate,inaccurate
LE33,functions aim his acid,functions aims his acid,4,58,4,functions aims his acid,4,accurate,accurate
LE33,pooling pill or cattle,pooling paddle or candle,2,59,4,pulling cattle or candle,2,inaccurate,inaccurate
LE33,signal breakfast pilot,single breakfast pilot,2,60,3,single breakfast pilot,2,inaccurate,inaccurate
LE33,kick a tad above them,cant contend above them,2,61,5,cant contend above them,2,inaccurate,inaccurate
LE33,rode the lamp for teasing,run the lamp for teasing,4,62,5,run the lamp for teasing,4,inaccurate,inaccurate
LE33,mode campaign for budget,mode campaign for budget,4,63,4,mode campaign for budget,4,accurate,accurate
LE33,listen final station,listen finalist station,2,64,3,listen finalist station,2,inaccurate,inaccurate
LE33,rocking modern poster,rocking modern poster,3,65,3,rocking modern poster,3,accurate,accurate
LE33,secure but lease apart,secure but lease apart,4,66,4,secure but lease apart,4,accurate,accurate
LE33,round and bad for carpet,round and bad for carpet,5,67,5,round and bad for carpet,5,accurate,accurate
LE33,her owners arm the phone,her owners arm the phone,5,68,5,her owners arm the phone,5,accurate,accurate
LE33,assume to catch control,assume could catch control,3,69,4,assume to catch control,4,inaccurate,accurate
LE33,mistake delight for heat,mistake delight for heat,4,70,4,mistake delight for heat,4,accurate,accurate
LE33,confused but roared again,confused but warned again,3,71,4,confused but warned again,3,inaccurate,inaccurate
LE33,sinking rather tundra,seeking rather tundra,2,72,3,seeking rather tundra,2,inaccurate,inaccurate
LE33,mate denotes a judgement,mink the notes a judgement,2,73,4,mink the notes a judgement,2,inaccurate,inaccurate
LE33,award his drain away,award his rain away,3,74,4,awarned his rain away,2,inaccurate,inaccurate
LE33,account for who could knock,account for who could knock,5,75,5,account for who could knock,5,accurate,accurate
LE33,cool the jar in private,cool the jar in private,5,76,5,cool the jar in private,5,accurate,accurate
LE33,may the same pursued it,may the same pursuited,3,77,5,may the same pursuited,3,inaccurate,inaccurate
LE33,embark or take her sheet,embark or take her sheet,5,78,5,embark or take her sheet,5,accurate,accurate
LE33,stable wrist and load it,staple wrist and loaded,3,79,5,staple wrist and loaded,3,inaccurate,inaccurate
LE33,measure fame with legal,measure fame with legal,4,80,4,measure fame with legal,4,accurate,accurate
LE33,butcher in the middle,butcher in the middle,4,81,4,butcher in the middle,4,accurate,accurate
LE33,to sort but fear inside,to sort but fear inside,5,82,5,to sort but fear inside,5,accurate,accurate
LE33,push her equal culture,push her equal culture,4,83,4,push her equal culture,4,accurate,accurate
LE33,commit such used advice,commence such used advice,3,84,4,commence such used advice,3,inaccurate,inaccurate
LE33,advance but sat appeal,advanced but sat appeal,4,85,4,advanced but sat appeal,4,accurate,accurate
LE34,attack became concerned,her dad became concerned,2,6,3,,,inaccurate,
LE34,avoid or beat command,void or meet command,2,7,4,,,inaccurate,
LE34,pain can follow agents,pain can follow agents,4,8,4,,,accurate,
LE34,define respect instead,define respect instead,3,9,3,,,accurate,
LE34,for coke a great defeat,fur coat great defeat,2,10,5,,,inaccurate,
LE34,had eaten junk and train,had eaten junk and train,5,11,5,,,accurate,
LE34,support with dock and cheer,support with dock and cheer,5,12,5,,,accurate,
LE34,or spent sincere aside,his bin sincere a sigh,1,13,4,,,inaccurate,
LE34,vital seats with wonder,vital seats with wonder,4,14,4,,,accurate,
LE34,darker painted baskets,darker painted baskets,3,15,3,,,accurate,
LE34,appear to wait then turn,appear to wait then turn,5,16,5,,,accurate,
LE34,beside a sunken bat,beside a sunken bat,4,17,4,,,accurate,
LE34,forget the joke below,forget the joke below,4,18,4,,,accurate,
LE34,thinking for the hearing,thinking for the hearing,4,19,4,,,accurate,
LE34,rampant boasting captain,something captain,1,20,3,,,inaccurate,
LE34,pick a chain for action,pick a chain for action,5,21,5,,,accurate,
LE34,its harmful note abounds,its harmful note abounds,4,22,4,,,accurate,
LE34,model sad and local,models sad and local,4,23,4,,,accurate,
LE34,bolder ground from justice,bolder ground from justice,4,24,4,,,accurate,
LE34,seat for locking runners,seat for locking runners,4,25,4,,,accurate,
LE34,amend estate approach,amanda's date approach,1,26,3,,,inaccurate,
LE34,afraid beneath demand,afraid beneath demand,3,27,3,,,accurate,
LE34,balance clamp and bottle,balance clamp and bottle,4,28,4,,,accurate,
LE34,perceive sustained supplies,perceive sustain supplies,3,29,3,,,accurate,
LE34,unseen machines agree,unseen machines agree,3,30,3,,,accurate,
LE34,attend the trend success,attend the trend success,4,31,4,,,accurate,
LE34,mark a single ladder,mark a single ladder,4,32,4,,,accurate,
LE34,transcend almost betrayed,transcend almost betrayed,3,33,3,,,accurate,
LE34,indeed a tax ascent,indeed attacks ascend,1,34,4,,,inaccurate,
LE34,career despite research,career despite research,3,35,3,,,accurate,
LE34,divide across retreat,divide across retreat,3,36,3,,,accurate,
LE34,resting older earring,resting older nearing,2,37,3,,,inaccurate,
LE34,technique but sent result,technique but sent result,4,38,4,,,accurate,
LE34,connect the beer device,connect the beer device,4,39,4,,,accurate,
LE34,hold a page of fortune,old page of fortune,3,40,5,,,inaccurate,
LE34,rowing farther matters,rowing farther matters,3,41,3,,,accurate,
LE34,narrow seated member,narrow seated murmur,2,42,3,,,inaccurate,
LE34,unless escape can learn,unless escape can learn,4,43,4,,,accurate,
LE34,increase a grade sedate,increase the grade sedate,4,44,4,,,accurate,
LE34,target keeping season,target keeping season,3,45,3,,,accurate,
LE34,address her meeting time,address her meeting time,4,46,4,,,accurate,
LE34,bush is chosen after,verses chosen after,2,47,4,,,inaccurate,
LE34,distant leaking basement,distant leaking basement,3,48,3,,,accurate,
